"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
6404,77.1,77.1,22.9,"Boudry NE","Boudry (NE)","Boudry NE",,"Les habitants de Boudry acceptent avec 77,1 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6408,77.9,77.9,22.1,"Cortaillod NE","Cortaillod (NE)","Cortaillod NE",,"Les habitants de Cortaillod acceptent avec 77,9 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6413,72.8,72.8,27.2,"Rochefort NE","Rochefort (NE)","Rochefort NE",,"C'est oui à 72,8 pour cent au contournement routier de La Chaux-de-Fonds par la H18 à Rochefort. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6416,73.7,73.7,26.3,"Milvignes NE","Milvignes (NE)","Milvignes NE",,"Les habitants de Milvignes acceptent avec 73,7 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6417,75.3,75.3,24.7,"La Grande Béroche NE","La Grande Béroche (NE)","La Grande Béroche NE",,"Les habitants de La Grande Béroche acceptent avec 75,3 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6421,82,82,18,"La Chaux-de-Fonds NE","La Chaux-de-Fonds (NE)","La Chaux-de-Fonds NE",,"Les habitants de La Chaux-de-Fonds acceptent avec 82 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6422,82.8,82.8,17.2,"Les Planchettes NE","Les Planchettes (NE)","Les Planchettes NE",,"C'est oui à 82,8 pour cent au contournement routier de La Chaux-de-Fonds par la H18 aux Planchettes. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6423,87.2,87.2,12.8,"La SagNE","La Sagne (NE)","La SagNE",,"Les habitants de La Sagne acceptent avec 87,2 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6432,90.2,90.2,9.8,"La BréviNE","La Brévine (NE)","La BréviNE",,"Les habitants de La Brévine acceptent avec 90,2 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6433,87.1,87.1,12.9,"Brot-Plamboz NE","Brot-Plamboz (NE)","Brot-Plamboz NE",,"C'est oui à 87,1 pour cent au contournement routier de La Chaux-de-Fonds par la H18 à Brot-Plamboz. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6434,91.7,91.7,8.3,"Le Cerneux-Péquignot NE","Le Cerneux-Péquignot (NE)","Le Cerneux-Péquignot NE",,"Les habitants du Cerneux-Péquignot acceptent avec 91,7 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6435,89.4,89.4,10.6,"La Chaux-du-Milieu NE","La Chaux-du-Milieu (NE)","La Chaux-du-Milieu NE",,"Les habitants de La Chaux-du-Milieu acceptent avec 89,4 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6436,85.8,85.8,14.2,"Le Locle NE","Le Locle (NE)","Le Locle NE",,"Les habitants du Locle ont approuvé avec 85,8 pour cent des voix le contournement routier de La Chaux-de-Fonds par la H18. L'objet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6437,87.7,87.7,12.3,"Les Ponts-de-Martel NE","Les Ponts-de-Martel (NE)","Les Ponts-de-Martel NE",,"C'est oui à 87,7 pour cent au contournement routier de La Chaux-de-Fonds par la H18 aux Ponts-de-Martel. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6451,72.6,72.6,27.4,"Cornaux NE","Cornaux (NE)","Cornaux NE",,"Les habitants de Cornaux ont approuvé avec 72,6 pour cent des voix le contournement routier de La Chaux-de-Fonds par la H18. L'objet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6452,72.7,72.7,27.3,"Cressier NE","Cressier (NE)","Cressier NE",,"Les habitants de Cressier (NE) ont approuvé avec 72,7 pour cent des voix le contournement routier de La Chaux-de-Fonds par la H18. L'objet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6453,80.9,80.9,19.1,"Enges NE","Enges (NE)","Enges NE",,"Les habitants d'Enges acceptent avec 80,9 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6454,76.3,76.3,23.7,"Hauterive NE","Hauterive (NE)","Hauterive NE",,"Les habitants de Hauterive (NE) ont approuvé avec 76,3 pour cent des voix le contournement routier de La Chaux-de-Fonds par la H18. L'objet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6455,73.3,73.3,26.7,"Le Landeron NE","Le Landeron (NE)","Le Landeron NE",,"C'est oui à 73,3 pour cent au contournement routier de La Chaux-de-Fonds par la H18 au Landeron. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6456,77.5,77.5,22.5,"Lignières NE","Lignières (NE)","Lignières NE",,"C'est oui à 77,5 pour cent au contournement routier de La Chaux-de-Fonds par la H18 à Lignières. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6458,50,0,0,"Neuenburg NE","Neuchâtel (NE)","Neuenburg NE","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
6459,78.9,78.9,21.1,"Saint-Blaise NE","Saint-Blaise (NE)","Saint-Blaise NE",,"C'est oui à 78,9 pour cent au contournement routier de La Chaux-de-Fonds par la H18 à Saint-Blaise. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6461,71.3,71.3,28.7,"La TèNE","La Tène (NE)","La TèNE",,"Les habitants de La Tène ont approuvé avec 71,3 pour cent des voix le contournement routier de La Chaux-de-Fonds par la H18. L'objet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6487,78.5,78.5,21.5,"Val-de-Ruz NE","Val-de-Ruz (NE)","Val-de-Ruz NE",,"Les habitants de Val-de-Ruz ont approuvé avec 78,5 pour cent des voix le contournement routier de La Chaux-de-Fonds par la H18. L'objet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6504,69.8,69.8,30.2,"La Côte-aux-Fées NE","La Côte-aux-Fées (NE)","La Côte-aux-Fées NE",,"Les habitants de La Côte-aux-Fées acceptent avec 69,8 pour cent de oui le contournement routier de La Chaux-de-Fonds par la H18. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6511,78.9,78.9,21.1,"Les Verrières NE","Les Verrières (NE)","Les Verrières NE",,"C'est oui à 78,9 pour cent au contournement routier de La Chaux-de-Fonds par la H18 aux Verrières. Ce projet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
6512,74.6,74.6,25.4,"Val-de-Travers NE","Val-de-Travers (NE)","Val-de-Travers NE",,"Les habitants de Val-de-Travers ont approuvé avec 74,6 pour cent des voix le contournement routier de La Chaux-de-Fonds par la H18. L'objet prévoit un crédit de 186 millions de francs, dont 73,1 millions à charge du canton de Neuchâtel.",
